request_id,arrival_time,func,trace_id,category_id,memory,file_path,phase
209,2419,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,mixed_category_2_3
210,2430,c9f8e30e36d1aef62c10b3cfca6e289a93848a148d876dd514753040314f4817,52,3,1024,resnet50.py,mixed_category_2_3
211,2435,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,mixed_category_2_3
212,2438,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,mixed_category_2_3
213,2456,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,mixed_category_2_3
214,2464,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,mixed_category_2_3
215,2471,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,mixed_category_2_3
216,2480,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,mixed_category_2_3
217,2493,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,mixed_category_2_3
218,2499,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,mixed_category_2_3
219,2500,c9f8e30e36d1aef62c10b3cfca6e289a93848a148d876dd514753040314f4817,52,3,1024,resnet50.py,mixed_category_2_3
220,2515,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,mixed_category_2_3
221,2517,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,mixed_category_2_3
222,2533,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,mixed_category_2_3
223,2549,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,mixed_category_2_3
224,2557,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,mixed_category_2_3
225,2568,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,mixed_category_2_3
226,2604,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,mixed_category_2_3
227,2618,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,mixed_category_2_3
228,2629,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,mixed_category_2_3
229,2644,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,mixed_category_2_3
230,2686,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,mixed_category_2_3
231,2706,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
232,2713,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
233,2747,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,category_2_3_burst
234,2749,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,category_2_3_burst
235,2757,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
236,2764,c9f8e30e36d1aef62c10b3cfca6e289a93848a148d876dd514753040314f4817,52,3,1024,resnet50.py,category_2_3_burst
237,2771,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
238,2790,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
239,2815,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
240,2840,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,category_2_3_burst
241,2859,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
242,2868,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,category_2_3_burst
243,2882,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
244,2898,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,category_2_3_burst
245,2908,1f33077bb2db73fd76a51e40e43f20173e3f038dd3f3705551751cf7724c3c40,59,1,1024,alexnet.py,category_2_3_burst
246,2914,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,category_2_3_burst
247,2919,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
248,2927,1f33077bb2db73fd76a51e40e43f20173e3f038dd3f3705551751cf7724c3c40,59,1,1024,alexnet.py,category_2_3_burst
249,2932,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
250,2981,c9f8e30e36d1aef62c10b3cfca6e289a93848a148d876dd514753040314f4817,52,3,1024,resnet50.py,category_2_3_burst
251,2983,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,category_2_3_burst
252,2989,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,category_2_3_burst
253,3002,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
254,3038,cd9f7f333d59aede8088772edac3bff78c45e2dad8eb498b450b9af511452a36,59,1,1024,efficientnet.py,category_2_3_burst
255,3089,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,category_2_3_burst
256,3117,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
257,3122,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
258,3126,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,category_2_3_burst
259,3133,c9f8e30e36d1aef62c10b3cfca6e289a93848a148d876dd514753040314f4817,52,3,1024,resnet50.py,category_2_3_burst
260,3140,cd9f7f333d59aede8088772edac3bff78c45e2dad8eb498b450b9af511452a36,59,1,1024,efficientnet.py,category_2_3_burst
261,3143,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
262,3147,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
263,3158,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
264,3188,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
265,3221,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
266,3231,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
267,3235,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
268,3245,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,category_2_3_burst
269,3249,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
270,3257,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,category_2_3_burst
271,3261,c9f8e30e36d1aef62c10b3cfca6e289a93848a148d876dd514753040314f4817,52,3,1024,resnet50.py,category_2_3_burst
272,3282,c9f8e30e36d1aef62c10b3cfca6e289a93848a148d876dd514753040314f4817,52,3,1024,resnet50.py,category_2_3_burst
273,3303,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,category_2_3_burst
274,3317,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
275,3318,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
276,3328,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
277,3336,c9f8e30e36d1aef62c10b3cfca6e289a93848a148d876dd514753040314f4817,52,3,1024,resnet50.py,category_2_3_burst
278,3345,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
279,3353,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
280,3356,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
281,3364,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,category_2_3_burst
282,3366,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
283,3374,c9f8e30e36d1aef62c10b3cfca6e289a93848a148d876dd514753040314f4817,52,3,1024,resnet50.py,category_2_3_burst
284,3378,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
285,3380,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,category_2_3_burst
286,3383,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
287,3430,c9f8e30e36d1aef62c10b3cfca6e289a93848a148d876dd514753040314f4817,52,3,1024,resnet50.py,category_2_3_burst
288,3436,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
289,3450,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,category_2_3_burst
290,3453,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,category_2_3_burst
291,3458,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
292,3459,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
293,3484,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
294,3504,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,category_2_3_burst
295,3505,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,category_2_3_burst
296,3543,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,3,3,1024,inception.py,category_2_3_burst
297,3550,9b61fd55aa093a2d172db1a68a60af5cf6cbfa7f5ea1fbc71846027a5954616d,52,2,1024,bert.py,category_2_3_burst
298,3569,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,3,3,1024,googlenet.py,category_2_3_burst
299,3576,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
300,3590,762835950e81a11cd04cedcb05275dc111c651625d575077fce49f82170e0986,52,2,1024,distilgpt2.py,category_2_3_burst
